,Data,Result,Reason
32158,Big Data Stacks,1,in sample of hard skills
32159,Spark,1,in sample of hard skills
32160,Spark Streaming,1,in sample of hard skills
32161,Strong experience building data ingestion pipelines,1,in sample of hard skills
32162,Load workload,1,in sample of hard skills
32163,data modeling,1,in sample of hard skills
32164,CI/CD principles,1,more than one capital letter
32165,Snowflake,0,not detected as hard skill
32166,problem-solving,0,not detected as hard skill
32167,distributed computing principles,1,in sample of hard skills
32168,the status quo,0,not detected as hard skill
32169,a more optimal solution,1,in sample of hard skills
32170,Teamwork,0,not detected as hard skill
32171,"a positive, collaborative environment",0,not detected as hard skill
32172,holistic Web solutions,1,in sample of hard skills
32173,a front-end frameworks,1,in sample of hard skills
32174,"Angular, React, Vue) and related technologies",1,unusual word
32175,JavaScript,1,in sample of hard skills
32176,Typescript,1,unusual word
32177,HTML5,1,in sample of hard skills
32178,CSS3,1,more than one capital letter
32179,Agile development methodologies,1,in sample of hard skills
32180,preferably Scrum,0,not detected as hard skill
32181,Proficiency,0,not detected as hard skill
32182,RxJS,1,more than one capital letter
32183,Microservices,1,unusual word
32184,APIs,1,more than one capital letter
32185,WebSockets,1,more than one capital letter
32186,SCSS,1,in sample of hard skills
32187,complex highly reliable and scalable production systems,1,unusual word
32188,Familiarity,0,not detected as hard skill
32189,database concepts,1,in sample of hard skills
32190,Bachelor’s Degree,1,in sample of hard skills
32191,related backend services,1,in sample of hard skills
32192,APIs,1,more than one capital letter
32193,Node,0,not detected as hard skill
32194,JS - features,1,in sample of hard skills
32195,Smartwatch,1,unusual word
32196,other connected smart/IoT devices,1,in sample of hard skills
32197,the ThingSpace IoT platform,1,more than one capital letter
32198,APIs,1,more than one capital letter
32199,BS degree,1,more than one capital letter
32200,other advanced certification,1,in sample of hard skills
32201,Node.jsExperience,1,unusual word
32202,node.js framworks,1,unusual word
32203,interfacesConcurrency,1,unusual word
32204,multithreadingOne or more databases,1,unusual word
32205,Mongo DB,1,unusual word
32206,PostgreSQL,1,more than one capital letter
32207,Oracle,1,in sample of hard skills
32208,MS SQL ServerSDLC,1,in sample of hard skills
32209,testingClean,1,unusual word
32210,Typescript,1,unusual word
32211,Kafka,1,unusual word
32212,JMS,1,more than one capital letter
32213,MQ technologies,1,more than one capital letter
32214,AWS Lambda,1,in sample of hard skills
32215,scalable and flexible B2C & B2B digital commerce architectures,1,unusual word
32216,constraints,0,not detected as hard skill
32217,the eCommerce offshore team,1,in sample of hard skills
32218,system/business analysts,1,in sample of hard skills
32219,onshore architects,1,unusual word
32220,the product lifecycle,1,in sample of hard skills
32221,technical expertise,1,in sample of hard skills
32222,the Software Development Lifecycle,1,in sample of hard skills
32223,Agile/Scrum,1,in sample of hard skills
32224,Good modeling,1,in sample of hard skills
32225,Fluent English,0,not detected as hard skill
32226,platformEndeca,1,unusual word
32227,SOLR,1,more than one capital letter
32228,Adobe AEM,1,in sample of hard skills
32229,Hybris,1,in sample of hard skills
32230,custom business objectsIntegration,1,in sample of hard skills
32231,external Payment Processors,0,not detected as hard skill
32232,hosted payment pages,0,not detected as hard skill
32233,direct API integration,1,in sample of hard skills
32234,tokenizationExtension,1,unusual word
32235,-,0,not detected as hard skill
32236,promotions,0,not detected as hard skill
32237,customer serviceExperience,1,in sample of hard skills
32238,the following Hybris modules,1,in sample of hard skills
32239,Product Cockpit,1,in sample of hard skills
32240,WCMS,1,more than one capital letter
32241,EhCache,1,more than one capital letter
32242,Oracle CoherenceVarious,1,in sample of hard skills
32243,integrations,1,in sample of hard skills
32244,CDN,1,in sample of hard skills
32245,Google Analytics,1,in sample of hard skills
32246,Bazaarvoice,1,unusual word
32247,etcJIRA,1,more than one capital letter
32248,Git,0,not detected as hard skill
32249,Confluence,0,not detected as hard skill
32250,Hybris Web Commerce platforms,1,in sample of hard skills
32251,Excellent problem- solving skills,0,not detected as hard skill
32252,Fast learner,1,in sample of hard skills
32253,innovative analytical solution,1,in sample of hard skills
32254,"Hadoop, NoSQL",1,in sample of hard skills
32255,premise/ Hybrid solutions,1,in sample of hard skills
32256,collaborative partnerships,0,not detected as hard skill
32257,architects,0,not detected as hard skill
32258,technical environments,1,in sample of hard skills
32259,best practice specifications,1,in sample of hard skills
32260,mentor team members,0,not detected as hard skill
32261,project documentation,1,in sample of hard skills
32262,configuration management,1,in sample of hard skills
32263,debugging,1,unusual word
32264,tuning,1,in sample of hard skills
32265,Data Visualization,1,in sample of hard skills
32266,Strong experience building data ingestion pipelines,1,in sample of hard skills
32267,Load workload,1,in sample of hard skills
32268,data modeling,1,in sample of hard skills
32269,designing,1,in sample of hard skills
32270,automation,1,in sample of hard skills
32271,provisioning,1,in sample of hard skills
32272,tolerant systems,1,in sample of hard skills
32273,CI/CD principles,1,more than one capital letter
32274,problem-solving,0,not detected as hard skill
32275,Data-oriented personality,1,in sample of hard skills
32276,compliance awareness,1,in sample of hard skills
32277,PI,1,in sample of hard skills
32278,GDPR,1,more than one capital letter
32279,HIPAA,1,more than one capital letter
32280,a fast-paced (startup like) agile development environment,1,in sample of hard skills
32281,IoT Data Platform architectures,1,in sample of hard skills
32282,infrastructures,1,unusual word
32283,Containers and Resource Management systems,1,in sample of hard skills
32284,Docker,1,unusual word
32285,Kubernetes,1,in sample of hard skills
32286,Yarn,0,not detected as hard skill
32287,infrastructure troubleshooting,1,in sample of hard skills
32288,performance tuning,1,in sample of hard skills
32289,optimization,1,in sample of hard skills
32290,bottleneck problem analysis,1,unusual word
32291,different business domains,1,in sample of hard skills
32292,English proficiency,0,not detected as hard skill
32293,distributed computing principles,1,in sample of hard skills
32294,Java/ Scala,1,in sample of hard skills
32295,Python,0,not detected as hard skill
32296,SQL,1,in sample of hard skills
32297,BashBig Data stack,1,more than one capital letter
32298,HDFS,1,more than one capital letter
32299,MapReduce,1,in sample of hard skills
32300,Hive,0,not detected as hard skill
32301,Spark,1,in sample of hard skills
32302,Kafka,1,unusual word
32303,Flume,1,in sample of hard skills
32304,Sqoop,1,unusual word
32305,ZookeperNoSQL,1,more than one capital letter
32306,Cassandra/ Hbase,1,unusual word
32307,Kafka Streams,1,unusual word
32308,Flink,1,unusual word
32309,Spark Streaming,1,in sample of hard skills
32310,IOT Hub,1,more than one capital letter
32311,MQTT,1,more than one capital letter
32312,Storage Queues,1,in sample of hard skills
32313,Stream AnalyticsData Visualization,1,more than one capital letter
32314,Tableau,1,unusual word
32315,QlikViewETL,1,more than one capital letter
32316,Streaming Pipelines,0,not detected as hard skill
32317,Pentaho,1,unusual word
32318,Talend,1,unusual word
32319,Apache Oozie,1,in sample of hard skills
32320,Airflow,0,not detected as hard skill
32321,NiFi,1,more than one capital letter
32322,StreamsetsOperation,1,more than one capital letter
32323,Cluster operation,1,in sample of hard skills
32324,Cluster planningSearch,1,in sample of hard skills
32325,Solr,1,unusual word
32326,Elasticsearch/ELKInMemory,1,unusual word
32327,Ignite,0,not detected as hard skill
32328,RedisSolid Cloud experience,1,more than one capital letter
32329,2 or more leading cloud providers,1,in sample of hard skills
32330,(AWS/Azure/GCP,1,in sample of hard skills
32331,Compute,0,not detected as hard skill
32332,Networking,1,in sample of hard skills
32333,NoSQL,1,in sample of hard skills
32334,RDBMS,1,more than one capital letter
32335,Cubes,0,not detected as hard skill
32336,Queues,0,not detected as hard skill
32337,Serverless,1,unusual word
32338,Visualization,1,in sample of hard skills
32339,ML,1,more than one capital letter
32340,SageMaker,1,more than one capital letter
32341,Tensorflow)Enterprise Design Patterns,1,unusual word
32342,ORM,1,more than one capital letter
32343,Inversion,0,not detected as hard skill
32344,Component/ Integration Testing,1,in sample of hard skills
32345,SQL queries,1,in sample of hard skills
32346,stored procedures,0,not detected as hard skill
32347,relational schemas,1,unusual word
32348,SQL optimizationExperience,1,in sample of hard skills
32349,various messaging systems,1,in sample of hard skills
32350,Kafka,1,unusual word
32351,ZeroMQ/ RabbitMQRest,1,more than one capital letter
32352,Thrift,0,not detected as hard skill
32353,GRPC,1,more than one capital letter
32354,SOAPBuild Systems,1,more than one capital letter
32355,Maven,1,unusual word
32356,SBT,1,more than one capital letter
32357,Ant,0,not detected as hard skill
32358,GradleDocker,1,more than one capital letter
32359,Kubernetes,1,in sample of hard skills
32360,Yarn,0,not detected as hard skill
32361,Mesos,1,unusual word
32362,the entire software development lifecycle,1,in sample of hard skills
32363,sustainable and efficient solutions,0,not detected as hard skill
32364,SDLC,1,more than one capital letter
32365,full-stack solutions,0,not detected as hard skill
32366,the backend,1,in sample of hard skills
32367,frontend,1,unusual word
32368,deployment,1,in sample of hard skills
32369,preferably Angular,0,not detected as hard skill
32370,JavaScript,1,in sample of hard skills
32371,Typescript,1,unusual word
32372,HTML5,1,in sample of hard skills
32373,CSS3,1,more than one capital letter
32374,Agile development methodologies,1,in sample of hard skills
32375,preferably Scrum,0,not detected as hard skill
32376,preferably a Bachelor's Degree,1,in sample of hard skills
32377,Proficiency and enterprise work experience,1,in sample of hard skills
32378,Angular (Angular 2+,0,not detected as hard skill
32379,preferably Angular 8),0,not detected as hard skill
32380,Proficiency,0,not detected as hard skill
32381,Node.js,0,not detected as hard skill
32382,RxJS,1,more than one capital letter
32383,TypeScript,1,more than one capital letter
32384,microservices,1,unusual word
32385,APIs,1,more than one capital letter
32386,websockets,1,unusual word
32387,scss,1,unusual word
32388,Proficiency,0,not detected as hard skill
32389,Selenium,1,unusual word
32390,Protractor,1,unusual word
32391,troubleshooting,1,unusual word
32392,a fast-paced environment,1,in sample of hard skills
32393,continuous delivery techniques,1,in sample of hard skills
32394,stakeholders,1,not in english dictionary
32395,collaborative partnerships,0,not detected as hard skill
32396,Data Architects,1,in sample of hard skills
32397,Data Technology Consultants,1,in sample of hard skills
32398,prem,0,not detected as hard skill
32399,structured and unstructured data,1,unusual word
32400,both batch & streaming methods,0,not detected as hard skill
32401,-,0,not detected as hard skill
32402,designing infrastructure,1,in sample of hard skills
32403,greater scalability,1,unusual word
32404,optimal extraction,0,not detected as hard skill
32405,premise and cloud architectures,1,in sample of hard skills
32406,stakeholders,1,not in english dictionary
32407,the business analytics teams,1,in sample of hard skills
32408,Azure,1,in sample of hard skills
32409,AWS,1,in sample of hard skills
32410,Databricks,1,unusual word
32411,cloud-based data pipeline development,1,in sample of hard skills
32412,an object-oriented/object function scripting language,1,in sample of hard skills
32413,Python,0,not detected as hard skill
32414,data pipelines,1,in sample of hard skills
32415,metadata capture,1,not in english dictionary
32416,data cataloging,1,in sample of hard skills
32417,message queuing,0,not detected as hard skill
32418,Any object-oriented/object function scripting language,1,in sample of hard skills
32419,Python,0,not detected as hard skill
32420,Node.js,0,not detected as hard skill
32421,Azure: Storage,1,in sample of hard skills
32422,Compute,0,not detected as hard skill
32423,Networking,1,in sample of hard skills
32424,Queues,0,not detected as hard skill
32425,Serverless,1,unusual word
32426,Visualization,1,in sample of hard skills
32427,ML,1,more than one capital letter
32428,Spark Streaming,1,in sample of hard skills
32429,an active participant,0,not detected as hard skill
32430,the software development lifecycle,1,in sample of hard skills
32431,SDLC,1,more than one capital letter
32432,system configuration,1,in sample of hard skills
32433,test documentation,1,in sample of hard skills
32434,ongoing issue identification,0,not detected as hard skill
32435,self-sustaining code,1,in sample of hard skills
32436,trainings,1,unusual word
32437,certifications,0,not detected as hard skill
32438,BS degree,1,more than one capital letter
32439,other advanced certification,1,in sample of hard skills
32440,flux,0,not detected as hard skill
32441,ReduxAngularJSRxJSVirtual,1,more than one capital letter
32442,Real DOMsMVC,1,in sample of hard skills
32443,web designRESTful APICI,1,in sample of hard skills
32444,the SDLCUnit testing,1,more than one capital letter
32445,a fast-paced environment,1,in sample of hard skills
32446,an agile development model,1,in sample of hard skills
32447,Design & Develop web backend solutions,1,in sample of hard skills
32448,CI/CD,1,more than one capital letter
32449,documentation,1,in sample of hard skills
32450,actionable form,1,unusual word
32451,strong implementation aptitude,1,in sample of hard skills
32452,a scalable solution,1,unusual word
32453,deadlines,0,not detected as hard skill
32454,a timely manner,0,not detected as hard skill
32455,Strong database fundamentals,1,in sample of hard skills
32456,SQL,1,in sample of hard skills
32457,schema design,1,in sample of hard skills
32458,various offerings,0,not detected as hard skill
32459,AWS,1,in sample of hard skills
32460,S3,1,in sample of hard skills
32461,Kubernetes,1,in sample of hard skills
32462,Aurora,0,not detected as hard skill
32463,Git,0,not detected as hard skill
32464,Familiarity,0,not detected as hard skill
32465,Jenkins,1,not in english dictionary
32466,.,0,not detected as hard skill
32467,data quality metrics/monitoring,1,in sample of hard skills
32468,microservice based design,1,unusual word
32469,web backend services,1,in sample of hard skills
32470,Excellent interpersonal and communication skills,1,in sample of hard skills
32471,presentations,0,not detected as hard skill
32472,the appropriate escalation,0,not detected as hard skill
32473,GraphQL,1,more than one capital letter
32474,Python,0,not detected as hard skill
32475,Kafka,1,unusual word
32476,SDLC,1,more than one capital letter
32477,BS degree,1,more than one capital letter
32478,other advanced certification,1,in sample of hard skills
32479,flux,0,not detected as hard skill
32480,ReduxKnowledge,1,more than one capital letter
32481,the Virtual DOMUnderstanding,1,in sample of hard skills
32482,MVC,1,in sample of hard skills
32483,MVVM,1,more than one capital letter
32484,"MVP patternsCore JavaScriptCSS, HTML",1,more than one capital letter
32485,Adaptive,0,not detected as hard skill
32486,web designConsuming,1,in sample of hard skills
32487,testingClean,1,unusual word
32488,an agile development methodology,1,in sample of hard skills
32489,troubleshooting,1,unusual word
32490,a fast-paced environment,1,in sample of hard skills
32491,continuous delivery techniques,1,in sample of hard skills
32492,stakeholders,1,not in english dictionary
32493,"accessible, semantic markup",1,in sample of hard skills
32494,responsive web pages,1,in sample of hard skills
32495,UX designers,1,in sample of hard skills
32496,data analysts,1,in sample of hard skills
32497,scrum masters,0,not detected as hard skill
32498,reusable code,1,in sample of hard skills
32499,client-side and server-side architecture,1,in sample of hard skills
32500,BS degree,1,more than one capital letter
32501,other advanced certification,1,in sample of hard skills
32502,JavaScript,1,in sample of hard skills
32503,HTML5,1,in sample of hard skills
32504,CSS3,1,more than one capital letter
32505,Typescript,1,unusual word
32506,Angular,0,not detected as hard skill
32507,a SCRUM team,1,more than one capital letter
32508,backend technologies,1,in sample of hard skills
32509,Node,0,not detected as hard skill
32510,"JS, Java",1,in sample of hard skills
32511,Design & Develop web backend solutions,1,in sample of hard skills
32512,CI/CD,1,more than one capital letter
32513,documentation,1,in sample of hard skills
32514,actionable form,1,unusual word
32515,strong implementation aptitude,1,in sample of hard skills
32516,a scalable solution,1,unusual word
32517,deadlines,0,not detected as hard skill
32518,a timely manner,0,not detected as hard skill
32519,BS degree,1,more than one capital letter
32520,other advanced certification,1,in sample of hard skills
32521,Strong database fundamentals,1,in sample of hard skills
32522,SQL,1,in sample of hard skills
32523,schema design,1,in sample of hard skills
32524,various offerings,0,not detected as hard skill
32525,AWS,1,in sample of hard skills
32526,S3,1,in sample of hard skills
32527,Kubernetes,1,in sample of hard skills
32528,Aurora,0,not detected as hard skill
32529,Git,0,not detected as hard skill
32530,Familiarity,0,not detected as hard skill
32531,Jenkins,1,not in english dictionary
32532,.,0,not detected as hard skill
32533,data quality metrics/monitoring,1,in sample of hard skills
32534,microservice based design,1,unusual word
32535,web backend services,1,in sample of hard skills
32536,Excellent interpersonal and communication skills,1,in sample of hard skills
32537,presentations,0,not detected as hard skill
32538,the appropriate escalation,0,not detected as hard skill
32539,GraphQL,1,more than one capital letter
32540,Python,0,not detected as hard skill
32541,Kafka,1,unusual word
32542,an active participant,0,not detected as hard skill
32543,the software development lifecycle,1,in sample of hard skills
32544,SDLC,1,more than one capital letter
32545,system configuration,1,in sample of hard skills
32546,test documentation,1,in sample of hard skills
32547,ongoing issue identification,0,not detected as hard skill
32548,self-sustaining code,1,in sample of hard skills
32549,trainings,1,unusual word
32550,certifications,0,not detected as hard skill
32551,BS degree,1,more than one capital letter
32552,other advanced certification,1,in sample of hard skills
32553,Core JavaCreational,1,in sample of hard skills
32554,Web DesignRESTful,1,in sample of hard skills
32555,APICI,1,more than one capital letter
32556,the SDLCUnit TestingDatabases,1,more than one capital letter
32557,Oracle,1,in sample of hard skills
32558,Mongo DB,1,unusual word
32559,MS SQL Server,1,in sample of hard skills
32560,a fast-paced environment,1,in sample of hard skills
32561,an agile development model,1,in sample of hard skills
32562,Jenkins,1,not in english dictionary
32563,Git,0,not detected as hard skill
32564,Automation Framework,1,in sample of hard skills
32565,automation,1,in sample of hard skills
32566,"functional, integration and acceptance test cases",1,in sample of hard skills
32567,regression testing,1,in sample of hard skills
32568,automation tasks,1,in sample of hard skills
32569,test cycles,1,in sample of hard skills
32570,DevOps pipeline,1,in sample of hard skills
32571,troubleshooting,1,unusual word
32572,REST APIs,1,more than one capital letter
32573,Defects documentation,1,in sample of hard skills
32574,Quality Assurance,1,in sample of hard skills
32575,test automation development,1,in sample of hard skills
32576,REST & SOAP API testing,1,more than one capital letter
32577,preferable tool,1,in sample of hard skills
32578,SOAPUI,1,more than one capital letter
32579,Groovy Scripting,0,not detected as hard skill
32580,automation scripts,1,in sample of hard skills
32581,acceptance criteria,0,not detected as hard skill
32582,agile methodology,1,in sample of hard skills
32583,Strong analytical skills,0,not detected as hard skill
32584,"Excellent organizational, troubleshooting and analytical skills",1,in sample of hard skills
32585,"functional, integration",1,in sample of hard skills
32586,regression testing,1,in sample of hard skills
32587,robustness,1,unusual word
32588,usability,0,not detected as hard skill
32589,general reliability,1,in sample of hard skills
32590,CI/CD pipeline,1,more than one capital letter
32591,estimation,0,not detected as hard skill
32592,Scope and estimate project tasks,1,in sample of hard skills
32593,minimal supervision,0,not detected as hard skill
32594,fast and scalable Python code,1,in sample of hard skills
32595,BS degree,1,more than one capital letter
32596,other advanced certification,1,in sample of hard skills
32597,web frameworks,1,in sample of hard skills
32598,Flask/Django,1,not in english dictionary
32599,Strong SQL knowledge,1,in sample of hard skills
32600,AWS\,1,in sample of hard skills
32601,Azure,1,in sample of hard skills
32602,An acquaintance,0,not detected as hard skill
32603,databases,0,not detected as hard skill
32604,Strong Linux knowledge,1,in sample of hard skills
32605,GPFS,1,more than one capital letter
32606,Configuration management,1,in sample of hard skills
32607,(GIT/Stash,1,in sample of hard skills
32608,Ansible,1,unusual word
32609,Ganglia,1,unusual word
32610,Grafana,1,unusual word
32611,ELK,1,more than one capital letter
32612,Containers,0,not detected as hard skill
32613,Docker,1,unusual word
32614,NFS/SAMBA/GPFS/Lustre,1,more than one capital letter
32615,Provisioning,1,in sample of hard skills
32616,Foreman,0,not detected as hard skill
32617,Jenkins,1,not in english dictionary
32618,RedHat Satellite,1,more than one capital letter
32619,Strong Troubleshooting,1,unusual word
32620,backend reactive programming languages,1,in sample of hard skills
32621,Kotlin,1,in sample of hard skills
32622,lightweight reactive microservices,1,unusual word
32623,Vert.x,1,unusual word
32624,Quarkus,1,unusual word
32625,Micronaut,1,unusual word
32626,messaging,1,in sample of hard skills
32627,Kafka,1,unusual word
32628,webhooks,1,unusual word
32629,asynchronous API design,1,unusual word
32630,PostgreSQL,1,more than one capital letter
32631,relational databases,0,not detected as hard skill
32632,an individual contributor,0,not detected as hard skill
32633,a cross functional agile team,1,in sample of hard skills
32634,FinTech,1,more than one capital letter
32635,service continuity,1,in sample of hard skills
32636,coding standard and other software development best practices,1,in sample of hard skills
32637,frameworks,1,in sample of hard skills
32638,stakeholders,1,not in english dictionary
32639,Enablement,1,unusual word
32640,proactive communication,1,in sample of hard skills
32641,critical dependencies,0,not detected as hard skill
32642,Bachelor's Degree,1,in sample of hard skills
32643,Master's degree,1,in sample of hard skills
32644,APIs,1,more than one capital letter
32645,J2EE,1,more than one capital letter
32646,Spring Batch,0,not detected as hard skill
32647,Kubernetes,1,in sample of hard skills
32648,Jenkins,1,not in english dictionary
32649,SQLNice,1,more than one capital letter
32650,JMS/MQ,1,more than one capital letter
32651,JPA,1,more than one capital letter
32652,Splunk/Dynatrace,1,unusual word
32653,JavaScript,1,in sample of hard skills
32654,the status quo,0,not detected as hard skill
32655,a more optimal solution,1,in sample of hard skills
32656,Teamwork,0,not detected as hard skill
32657,"a positive, collaborative environment",0,not detected as hard skill
32658,BS degree,1,more than one capital letter
32659,other advanced certification,1,in sample of hard skills
32660,JavaScript,1,in sample of hard skills
32661,Typescript,1,unusual word
32662,HTML5,1,in sample of hard skills
32663,CSS3Experience,1,more than one capital letter
32664,Agile development methodologies,1,in sample of hard skills
32665,preferably ScrumProficiency,1,more than one capital letter
32666,RxJS,1,more than one capital letter
32667,Microservices,1,unusual word
32668,APIs,1,more than one capital letter
32669,WebSockets,1,more than one capital letter
32670,SCSS,1,in sample of hard skills
32671,local storageGood experience,1,unusual word
32672,optimizing,0,not detected as hard skill
32673,complex highly reliable and scalable production systemsFamiliarity,1,unusual word
32674,database conceptsBachelor’s Degree,1,in sample of hard skills
32675,Mainframe/Backend Systems - Knowledge,1,in sample of hard skills
32676,UFT,1,more than one capital letter
32677,REST APIs,1,more than one capital letter
32678,Selenium,1,unusual word
32679,SmartBear,1,more than one capital letter
32680,automation tools,1,in sample of hard skills
32681,"functional, integration and acceptance test cases",1,in sample of hard skills
32682,regression testing,1,in sample of hard skills
32683,automation tasks,1,in sample of hard skills
32684,test cycles,1,in sample of hard skills
32685,DevOps pipeline,1,in sample of hard skills
32686,troubleshooting,1,unusual word
32687,Defects documentation,1,in sample of hard skills
32688,Reporting - Jira,1,in sample of hard skills
32689,Mainframe Automation,1,in sample of hard skills
32690,UFT,1,more than one capital letter
32691,Bachelor's Degree,1,in sample of hard skills
32692,Master's degree,1,in sample of hard skills
32693,Quality Assurance,1,in sample of hard skills
32694,test automation development,1,in sample of hard skills
32695,UI Automation,1,in sample of hard skills
32696,Selenium,1,unusual word
32697,Serenity,0,not detected as hard skill
32698,Maven,1,unusual word
32699,automation scripts,1,in sample of hard skills
32700,acceptance criteria,0,not detected as hard skill
32701,agile methodology,1,in sample of hard skills
32702,"functional, integration",1,in sample of hard skills
32703,regression testing,1,in sample of hard skills
32704,CI/CD pipeline,1,more than one capital letter
32705,Excellent communication and documentation skillsEnglish,1,in sample of hard skills
32706,B2,1,in sample of hard skills
32707,higherClient,1,unusual word
32708,predefined technical specifications,1,unusual word
32709,smart contract security audit team,1,in sample of hard skills
32710,public/private testnet,1,in sample of hard skills
32711,Angular web framework,1,in sample of hard skills
32712,web3 frameworks,1,in sample of hard skills
32713,Smart Contract security audits,1,in sample of hard skills
32714,NFT related protocols,1,more than one capital letter
32715,ERC-721,1,more than one capital letter
32716,ERC1155,1,more than one capital letter
32717,Solidity contracts,1,in sample of hard skills
32718,L2 networks,1,in sample of hard skills
32719,Polygon,0,not detected as hard skill
32720,Slither,1,unusual word
32721,Echidna,1,unusual word
32722,Mythril,1,unusual word
32723,SDLC,1,more than one capital letter
32724,BS degree,1,more than one capital letter
32725,other advanced certification,1,in sample of hard skills
32726,flux,0,not detected as hard skill
32727,ReduxKnowledge,1,more than one capital letter
32728,the Virtual DOMUnderstanding,1,in sample of hard skills
32729,MVC,1,in sample of hard skills
32730,MVVM,1,more than one capital letter
32731,"MVP patternsCore JavaScriptCSS, HTML",1,more than one capital letter
32732,Adaptive,0,not detected as hard skill
32733,web designConsuming,1,in sample of hard skills
32734,testingClean,1,unusual word
32735,an agile development methodology,1,in sample of hard skills
32736,troubleshooting,1,unusual word
32737,a fast-paced environment,1,in sample of hard skills
32738,continuous delivery techniques,1,in sample of hard skills
32739,stakeholders,1,not in english dictionary
32740,talented software engineers,1,in sample of hard skills
32741,the HW team,1,more than one capital letter
32742,your SW peers,1,more than one capital letter
32743,new runtime development,1,in sample of hard skills
32744,diagnostic tools,1,in sample of hard skills
32745,HW bring-up,1,more than one capital letter
32746,runtime diagnostics,0,not detected as hard skill
32747,production-quality SW development practices,1,in sample of hard skills
32748,embedded driver development,1,in sample of hard skills
32749,Python,0,not detected as hard skill
32750,chipset architectures,1,unusual word
32751,ARM Cortex M4/A7,1,more than one capital letter
32752,various OS environments,1,in sample of hard skills
32753,LINUX,1,in sample of hard skills
32754,RTOS,1,more than one capital letter
32755,various embedded communication protocols,1,in sample of hard skills
32756,PCIe,1,more than one capital letter
32757,IIC,1,more than one capital letter
32758,SPI,1,more than one capital letter
32759,Strong interpersonal skills,0,not detected as hard skill
32760,your sleeves,0,not detected as hard skill
32761,FPGA development,1,more than one capital letter
32762,Familiarity,0,not detected as hard skill
32763,ASIC development flow,1,more than one capital letter
32764,objective oriented programming (OOP) design principles,1,in sample of hard skills
32765,verification,1,in sample of hard skills
32766,verilog,1,unusual word
32767,RTL,1,more than one capital letter
32768,SIMD processors,1,more than one capital letter
32769,accelerators,1,unusual word
32770,GPUs,1,more than one capital letter
32771,FPGAs,1,more than one capital letter
32772,Familiarity,0,not detected as hard skill
32773,a Deep Learning frameworks,1,in sample of hard skills
32774,e.g. Pytorch,1,in sample of hard skills
32775,Tensorflow,1,unusual word
32776,your full-stack development skills,1,in sample of hard skills
32777,the world's most advanced and life-changing biotech medicines,1,in sample of hard skills
32778,creative and ground-breaking software frameworks,1,in sample of hard skills
32779,Amgen,1,unusual word
32780,DevOps frameworks,1,in sample of hard skills
32781,continuous deployment pipelines,1,in sample of hard skills
32782,new drug therapies,1,in sample of hard skills
32783,grievous illnesses,0,not detected as hard skill
32784,"high-quality, scalable, and robust software products",1,in sample of hard skills
32785,stakeholders,1,not in english dictionary
32786,Informatics solutions,0,not detected as hard skill
32787,groundbreaking technologies,1,not in english dictionary
32788,vendors,1,in sample of hard skills
32789,informatics solutions,0,not detected as hard skill
32790,Amgen,1,unusual word
32791,Master's degree,1,in sample of hard skills
32792,Bachelor’s degree,1,in sample of hard skills
32793,High School / GED,1,more than one capital letter
32794,proficiency,0,not detected as hard skill
32795,Python,0,not detected as hard skill
32796,Familiarity,0,not detected as hard skill
32797,JavaScript frameworks,1,in sample of hard skills
32798,bioinformatics,1,unusual word
32799,cheminformatics,1,unusual word
32800,laboratory automation,1,in sample of hard skills
32801,High learning agility,1,in sample of hard skills
32802,analytical skills,0,not detected as hard skill
32803,solution documentation,1,in sample of hard skills
32804,detailed resource and completion estimates,1,in sample of hard skills
32805,modern coding methodologies,0,not detected as hard skill
32806,complex multi-functional projects,1,in sample of hard skills
32807,mentorship,1,unusual word
32808,the utilization,0,not detected as hard skill
32809,our district technology toolsets,1,in sample of hard skills
32810,specifications,0,not detected as hard skill
32811,scripts,0,not detected as hard skill
32812,documentation,1,in sample of hard skills
32813,emerging trends,0,not detected as hard skill
32814,advanced troubleshooting techniques,1,in sample of hard skills
32815,Liaise,1,unusual word
32816,stakeholders,1,not in english dictionary
32817,vendors,1,in sample of hard skills
32818,a relevant computer systems/technology application development discipline,1,in sample of hard skills
32819,multiple formats,1,in sample of hard skills
32820,Office 365 Power Platform environment tools,1,in sample of hard skills
32821,data gateways,1,in sample of hard skills
32822,scripts,0,not detected as hard skill
32823,queries,0,not detected as hard skill
32824,PowerShell,1,more than one capital letter
32825,SQL reporting,1,in sample of hard skills
32826,presentations,0,not detected as hard skill
32827,Hands-on 1hour series,0,not detected as hard skill
32828,the change’s impacts,1,in sample of hard skills
32829,validations,1,unusual word
32830,supplier/component changes,1,in sample of hard skills
32831,customer-initiated changes,1,in sample of hard skills
32832,continuous improvements,0,not detected as hard skill
32833,minimized quality risk,1,in sample of hard skills
32834,PPAP documentation,1,more than one capital letter
32835,a timely and quality manner,1,in sample of hard skills
32836,APQP,1,more than one capital letter
32837,FMEA,1,more than one capital letter
32838,associated Veoneer programs,1,unusual word
32839,prototype builds,0,not detected as hard skill
32840,prototype shipments,0,not detected as hard skill
32841,prototype shipments,0,not detected as hard skill
32842,NCE-Prototype,1,more than one capital letter
32843,prototype shipment,0,not detected as hard skill
32844,the root cause investigations,0,not detected as hard skill
32845,the containments,1,unusual word
32846,corrective/preventive actions,0,not detected as hard skill
32847,8D methodology,1,in sample of hard skills
